,yr_built,sqft_lot,sqft_lot15,sqft_living
18708,1984,54400,43560,2840
18709,1994,11160,7440,2550
18710,1974,7210,7300,1700
18711,1986,2052,2052,1470
18712,1984,11193,8084,1680
18713,1979,8593,8593,1110
18714,1959,8625,8625,2120
18715,1939,5572,5500,2380
18716,1942,5000,5000,2670
18717,1935,6430,6430,890
18718,1989,9058,10018,3140
18719,1947,7800,7492,1260
18720,1909,5157,5150,920
18721,1994,212137,69260,2990
18722,1974,49456,32181,3120
18723,1975,7520,8469,1010
18724,1924,3627,4040,1010
18725,1961,5500,5500,1020
18726,1926,21217,12040,3540
18727,1939,3527,4080,900
18728,1966,9750,9750,1100
18729,2005,3614,3800,1990
18730,1949,5800,5800,1980
18731,2002,14212,14212,4040
18732,1966,10530,8190,1250
18733,1920,22814,9150,1820
18734,1999,1184,1339,1140
18735,1943,10532,8501,1730
18736,2007,1313,1304,1170
18737,2006,5802,5000,2910
18738,1956,5500,6000,970
18739,1975,8499,11368,2130
18740,1979,10175,8388,2520
18741,1944,4688,4750,1360
18742,1998,6000,6318,1620
18743,1940,11479,11000,2120
18744,1953,6000,6000,2700
18745,1958,10317,9884,1370
18746,1973,13001,8215,2520
18747,1967,10410,7725,1540
18748,1924,6360,6000,2610
18749,1984,8371,7846,1490
18750,1960,9137,9137,2760
18751,2012,3604,3767,1260
18752,2008,4713,4187,2630
18753,1976,7210,8100,1800
18754,1927,2640,3200,1130
18755,1926,3600,3600,1180
18756,1992,19168,16020,2800
18757,1910,4000,3672,1830
18758,1931,6380,6380,2220
18759,2004,5580,4500,1870
18760,1946,214315,70131,2580
18761,1961,10000,9720,1660
18762,1903,3740,5053,1330
18763,1903,3740,5053,1330
18764,2006,4972,4972,2630
18765,1946,4750,4750,1100
18766,1968,7950,7725,1810
18767,1921,4080,4080,2060
18768,1909,5500,5500,4660
18769,1975,15200,13879,2370
18770,1989,10500,12842,2430
18771,1993,7000,7000,1880
18772,1958,5695,5695,1150
18773,1989,14200,15101,1350
18774,1981,7519,7107,2180
18775,1948,6675,5550,3370
18776,1976,13068,13927,3650
18777,1965,4857,5965,2100
18778,1903,5600,7176,670
18779,1907,4000,4550,2420
18780,1900,3000,3000,760
18781,1982,14925,14212,2200
18782,1990,35192,59677,4410
18783,1961,2446,5051,1300
18784,1943,4592,5816,720
18785,1998,37042,32688,2180
18786,1954,15190,16920,1130
18787,1935,4372,4372,2230
18788,1981,7347,9418,2100
18789,1982,58341,14904,2060
18790,2012,6000,6000,3060
18791,1974,18731,14810,2810
18792,1989,8588,8588,2550
18793,1985,20445,22325,4290
18794,2005,52302,38600,3040
18795,1997,14178,14055,2530
18796,1925,5413,6380,1300
18797,1966,19177,11726,1790
18798,1928,2400,2400,1530
18799,1984,7500,6000,2380
18800,1957,13450,10361,2400
18801,1951,6000,5000,1030
18802,1973,235063,44287,3250
18803,2010,24318,14695,1970
18804,1954,6386,6165,1940
18805,1985,10855,8209,1850
18806,1991,40962,11775,3900
18807,1978,76230,45789,3160
18808,1986,7200,9167,1440
18809,1957,6000,6000,2040
18810,1989,7401,7972,2120
18811,1954,8000,8000,830
18812,1985,8571,7949,3140
18813,1974,6440,6938,2410
18814,1918,4080,4080,2190
18815,1950,5060,4600,2190
18816,1967,7247,7869,1210
18817,1922,16239,7528,1880
18818,1988,12183,9979,2410
18819,1979,8861,10800,2620
18820,2013,2575,4120,1850
18821,1990,16418,20747,1760
18822,1909,1800,3120,860
18823,1961,6890,7910,2620
18824,1956,21196,19134,2400
18825,1922,5000,5000,1850
18826,2004,147856,125452,4040
18827,1954,55756,10018,1940
18828,1939,8343,13104,3490
18829,2014,7062,6891,3170
18830,1978,7563,7811,2530
18831,1993,21781,21780,3230
18832,1964,54014,50690,2120
18833,1939,6750,7490,1640
18834,1988,9013,8982,2130
18835,1969,7215,7215,1440
18836,1960,7313,7200,1940
18837,1943,8576,8812,1120
18838,1998,5817,5817,2400
18839,1999,4871,5003,1810
18840,1927,6612,7680,1270
18841,2005,4023,3570,1350
18842,1972,435600,217800,1550
18843,1924,3880,3880,1620
18844,1977,12845,12902,2650
18845,1969,9750,9750,2510
18846,1997,16200,15389,2040
18847,1988,5250,5505,1660
18848,1984,17342,17313,1980
18849,1987,8036,8087,2690
18850,1985,6110,5763,2910
18851,1997,9000,7772,2720
18852,1948,5100,7140,1280
18853,1982,35912,35244,2160
18854,1976,10835,10488,1760
18855,1942,6016,3734,800
18856,1943,4000,5000,930
18857,1961,5280,7344,2040
18858,1948,22000,11761,1180
18859,1961,10890,9250,2000
18860,1998,50951,39340,3310
18861,2008,3900,3900,3130
18862,1961,9900,7500,2300
18863,1962,9990,9990,2140
18864,1911,5572,4713,2210
18865,1949,13700,10880,970
18866,1956,10800,9134,2690
18867,1940,5188,4848,1890
18868,1991,14923,10758,3140
18869,1965,43560,56628,1440
18870,1989,17172,20048,2910
18871,1968,22652,103672,1310
18872,1963,8800,9790,2140
18873,1972,6712,7350,1090
18874,1969,7216,8000,1330
18875,2001,6900,11240,4690
18876,1955,21374,16167,1910
18877,1976,11461,11276,1750
18878,1925,10200,7620,1760
18879,1977,7700,7700,1810
18880,1994,5754,7050,1360
18881,1961,9211,9211,1730
18882,1931,11000,5300,4710
18883,1953,8551,8504,1010
18884,1983,97138,54450,2400
18885,1968,8400,7689,1540
18886,1927,7875,5851,1480
18887,2004,5000,5001,2520
18888,2002,941,1493,1210
18889,1980,184140,35719,2670
18890,1988,12590,11635,3030
18891,2002,3900,3900,1440
18892,1979,16684,16927,3250
18893,1956,5750,5750,1750
18894,1974,46173,46173,2120
18895,1919,5156,5502,1050
18896,1911,3600,3600,1950
18897,1900,6000,7200,1020
18898,1975,9161,7650,1820
18899,1989,53941,104108,2390
18900,1987,7508,7700,1400
18901,1959,8110,8110,1540
18902,1954,6360,6360,2370
18903,1905,1800,3360,670
18904,1945,15520,9965,2420
18905,1930,7800,7800,1000
18906,1978,7350,7350,2100
18907,2003,5368,5368,2800
18908,1959,11055,9100,940
18909,1910,5280,7875,1640
18910,1928,5000,5000,2760
18911,2003,66211,107153,3660
18912,1950,34412,27940,3070
18913,1969,10125,10125,1100
18914,1947,19530,18782,3130
18915,1961,7155,8100,1320
18916,1900,5000,5000,1470
18917,1980,8009,7678,1480
18918,1976,8715,8650,2260
18919,1967,10039,10965,2210
18920,1967,12446,11508,1540
18921,1955,9720,9720,1910
18922,1966,3520,5000,1760
18923,1914,6000,4250,2240
18924,1984,7279,7279,2110
18925,1940,111949,111949,1396
18926,1986,7274,10080,3040
18927,1920,5650,5700,1140
18928,1950,12161,8170,1780
18929,1993,35150,41241,3370
18930,2003,1761,4320,1484
18931,1981,12753,12753,2230
18932,1989,39413,39413,2820
18933,1976,7560,7560,1580
18934,1994,8076,8408,2040
18935,2001,40813,40511,2720
18936,2005,956,1350,1490
18937,1964,9788,11180,1560
18938,2006,1077,1366,830
18939,1969,2490,3154,980
18940,1977,7000,7200,1980
18941,1986,11648,11251,3680
18942,1953,5400,5400,860
18943,1909,5100,5100,1850
18944,2001,5992,4644,1620
18945,1995,7200,6600,2240
18946,1904,3060,4590,1010
18947,1974,7350,7350,1610
18948,1990,7250,7250,2720
18949,1959,5244,6982,2080
18950,1967,6600,6600,1930
18951,1954,8458,7198,2250
18952,1963,8755,8671,1980
18953,2006,4400,4400,1960
18954,1957,8625,8295,1320
18955,1909,5500,5500,2940
18956,1955,7200,7357,1460
18957,1951,30122,6726,2330
18958,1982,10107,7812,2620
18959,1910,3876,3952,700
18960,1943,12000,6125,1140
18961,1994,35440,35440,2750
18962,2002,5647,5018,2480
18963,1946,5413,7168,1130
18964,1969,5000,2108,2770
18965,1975,8814,7272,1710
18966,1976,27345,11923,2150
18967,1994,7294,7363,2250
18968,1949,26742,9460,2960
18969,2006,6984,4950,2300
18970,1953,5500,7250,1740
18971,2014,3750,5000,2830
18972,1924,6417,6417,1240
18973,1990,7169,5914,2180
18974,1972,9887,10006,2510
18975,2004,13782,8639,6630
18976,1961,18540,18540,2300
18977,1978,7889,7651,3220
18978,2004,7887,7133,2270
18979,1978,9900,9900,1840
18980,2003,15293,7142,3820
18981,1983,7958,7647,1660
18982,1990,9767,8757,3360
18983,1986,8960,8288,1350
18984,2001,5000,4560,2970
18985,1946,5100,5100,1000
18986,1995,6833,8000,1190
18987,1957,6034,6034,1670
18988,1966,2002,1848,1200
18989,1973,10400,9592,2250
18990,1909,4000,4800,1040
18991,1985,9400,9450,3180
18992,1985,9400,9450,3180
18993,1961,8800,8800,2040
18994,1960,10518,9380,1160
18995,1942,10800,8820,880
18996,1938,36900,12434,2290
18997,1954,7620,7620,950
18998,1974,14510,44866,1010
18999,1981,100188,104979,3100
19000,2012,12480,17299,2560
19001,1980,3600,4800,2430
19002,1928,26329,27338,830
19003,2001,7634,9600,2090
19004,1998,8649,7200,2030
19005,1979,1600,3360,1060
19006,1942,6750,6750,1090
19007,1991,234352,39639,3400
19008,1939,7455,7455,1920
19009,1915,3000,5000,1150
19010,1970,9500,9775,3970
19011,1987,11556,12000,1880
19012,1933,4000,4000,1500
19013,1989,17550,17550,2190
19014,1995,9932,7950,2530
19015,1951,11200,12408,1930
19016,1909,4560,5000,1510
19017,1997,35000,45302,5510
19018,1969,5200,5330,1100
19019,1993,6368,6597,1730
19020,2005,1386,1593,1480
19021,1932,11802,6082,1150
19022,1965,26500,12751,1950
19023,1977,10450,9600,2380
19024,1939,8000,4000,3100
19025,1922,3797,4650,2010
19026,1909,5760,5760,2270
19027,1973,16313,10264,2050
19028,1950,5400,4906,650
19029,2006,7875,7500,2780
19030,2000,1229,1255,1300
19031,1995,11380,10070,2730
19032,1960,22100,25500,3140
19033,1965,8400,8056,2410
19034,1928,5965,7710,1180
19035,2005,4506,6041,2600
19036,1999,1650,1650,1400
19037,1968,9360,7704,2220
19038,2003,6263,6192,1660
19039,1968,9652,9631,2330
19040,1954,6720,6784,1440
19041,1977,17023,10681,2920
19042,1942,6428,6004,1760
19043,1983,40284,92782,2860
19044,1967,12750,12300,2090
19045,1981,16785,9900,1910
19046,1979,10558,9998,3280
19047,1957,12458,8225,1770
19048,1910,6600,5500,920
19049,1959,8489,8536,1690
19050,1977,7410,7800,2470
19051,1969,9514,9514,1040
19052,1953,9147,8576,1220
19053,1938,13875,15000,3500
19054,1950,3800,7410,760
19055,1976,16028,19822,3070
19056,1947,6480,7500,2100
19057,1947,6617,7440,1660
19058,1917,5960,3960,1430
19059,1962,17500,17394,1620
19060,1995,9285,6681,1490
19061,1903,4750,2023,1170
19062,1976,7500,9750,1240
19063,1900,6600,5500,2910
19064,1964,192099,43561,2660
19065,1977,8797,5123,2220
19066,1954,10000,10836,1920
19067,2009,4002,4090,2780
19068,1931,4408,5669,3110
19069,1987,9766,8236,1820
19070,1996,7652,7719,1765
19071,1966,9550,9902,1800
19072,1967,144183,41210,2650
19073,1925,3600,4200,1410
19074,2003,3076,3064,1650
19075,1967,8240,7840,1180
19076,1959,8850,8775,800
19077,1983,7921,8040,1430
19078,2001,7860,9920,3300
19079,1948,10170,9064,1220
19080,2000,7202,8100,3530
19081,1906,4048,3956,1380
19082,1923,5000,5000,1410
19083,2004,6750,6750,3360
19084,1977,24237,8016,2270
19085,2001,9045,10114,2890
19086,1903,3861,4255,1750
19087,1944,8711,8053,1010
19088,1997,23623,10210,3780
19089,1968,11700,35200,1880
19090,1943,5220,5376,800
19091,1975,493534,219542,4720
19092,1968,10600,21344,1060
19093,1987,27227,30192,2530
19094,1962,13132,11325,1980
19095,1953,5102,5102,1650
19096,1999,3930,4259,1890
19097,1990,11637,11205,3360
19098,1930,4200,4200,630
19099,1919,4000,3600,1980
19100,1924,4250,4500,990
19101,1989,115434,111513,3420
19102,1988,35025,35005,3440
19103,1943,14138,12196,1300
19104,1919,28593,35124,2040
19105,1955,7700,7700,1250
19106,1958,14242,10907,1960
19107,1970,8120,8120,2720
19108,1944,11780,9000,3250
19109,2003,4700,5640,3190
19110,1998,7980,6866,2570
19111,1980,6984,7875,1420
19112,1968,9442,9600,2120
19113,2000,167270,55321,2080
19114,2004,5735,5026,2740
19115,1985,5375,6258,1250
19116,1917,4500,5010,2150
19117,1977,12100,10200,3230
19118,1949,8511,8499,860
19119,1993,11902,10754,2810
19120,1914,4000,4000,1040
19121,1950,18055,10324,1160
19122,2003,2781,3008,1470
19123,1994,13402,9474,2350
19124,1961,8307,7800,1660
19125,1975,9750,9600,2020
19126,1947,8180,8180,890
19127,1989,5500,5500,2430
19128,1979,7700,7280,1460
19129,1950,7200,6572,980
19130,1992,10631,10631,2580
19131,1962,7543,7506,1250
19132,1961,9085,9350,3140
19133,1910,3011,5165,2680
19134,1983,8048,9081,1810
19135,1998,4698,4698,2090
19136,1971,8763,8636,1120
19137,1900,7175,8417,1790
19138,2004,2676,1719,870
19139,1968,19745,8611,3160
19140,1981,12480,12000,2350
19141,2004,4113,4465,1810
19142,1962,8197,8197,3160
19143,1939,3600,4356,1660
19144,1979,9583,19352,2500
19145,1986,11443,12530,2880
19146,1953,8400,8400,1470
19147,1983,7573,7668,1460
19148,2005,19897,17600,5490
19149,1967,15022,8178,2480
19150,1999,1332,1267,1140
19151,1990,13042,6996,1830
19152,2014,6829,7425,3110
19153,1948,11213,15186,2630
19154,1979,12000,12000,2390
19155,1943,10284,9010,1750
19156,1978,422967,422967,4370
19157,1937,4512,5029,1020
19158,1979,6733,6343,2500
19159,1984,7210,7210,1540
19160,1975,6900,6900,2200
19161,1965,7415,8425,1940
19162,1986,2225,2526,1453
19163,1991,3200,3331,1830
19164,1948,15900,10500,2000
19165,1953,8451,8433,1400
19166,1982,29252,45000,2400
19167,1960,16000,10000,1390
19168,1967,11250,12160,1680
19169,1970,5054,5628,1820
19170,1925,3750,4000,1140
19171,1969,12690,10200,1060
19172,1991,50965,40107,3050
19173,1970,11963,11963,970
19174,1912,3954,5184,1320
19175,1947,6000,6356,1890
19176,1926,2750,3750,2040
19177,1916,3672,4182,2370
19178,1997,54450,60548,2720
19179,1983,7532,8248,1970
19180,1961,10230,7200,2180
19181,1994,216057,215622,2990
19182,1987,8475,7140,2180
19183,1988,5469,6198,1440
19184,1978,13653,12350,3180
19185,1954,14616,9940,1643
19186,1955,7816,7816,1530
19187,1950,7697,6410,1310
19188,1903,5120,5120,2800
19189,1959,7642,8357,1510
19190,2009,5001,5191,2700
19191,1963,15600,4800,2220
19192,1977,45302,49658,1440
19193,1981,9334,9636,1300
19194,1906,3600,4800,2230
19195,1980,4482,4680,1390
19196,1978,40946,42253,2760
19197,2007,7282,7290,3200
19198,1968,4000,4000,1240
19199,1978,47044,29004,1960
19200,1994,19800,9719,2190
19201,1996,18168,11180,3540
19202,1912,4080,4080,2640
19203,1910,5000,5000,2660
19204,1976,9500,9500,1670
19205,1984,12100,6581,3080
19206,1973,6825,10120,2890
19207,1963,9597,13502,1800
19208,1960,7650,7650,2000
19209,1953,6654,9500,1940
19210,1953,6654,9500,1940
19211,1969,9531,9250,960
19212,1964,46173,42224,1750
19213,1907,5000,5000,2320
19214,1957,8204,8204,2380
19215,1991,10862,14080,6490
19216,1916,4240,4240,1620
19217,1968,33224,22069,1770
19218,2003,5663,4500,2320
19219,2014,2183,5000,1330
19220,2002,21344,21344,3420
19221,1967,7344,7300,1270
19222,1997,3600,6000,2550
19223,1980,9000,9752,1860
19224,1981,7615,9515,1020
19225,1930,7140,7577,720
19226,2001,16271,17122,4460
19227,1979,7315,7208,1830
19228,1990,7200,7200,1520
19229,1920,2940,4930,1080
19230,1991,8002,6086,1900
19231,1989,37034,37034,5300
19232,1969,10708,14482,1370
19233,1965,8968,9077,2960
19234,1933,213008,57499,960
19235,2004,7982,8888,2190
19236,1989,18115,16087,3990
19237,1956,2622,1926,1200
19238,2010,5015,5250,1780
19239,1988,9916,10810,2630
19240,1955,19250,19250,2300
19241,1975,6825,8000,3210
19242,1959,4400,4000,2290
19243,2003,4688,6029,2780
19244,1988,11520,7680,2650
19245,1980,13020,13020,1840
19246,1972,7392,7520,1560
19247,1961,8470,7952,1200
19248,1968,8282,8350,1900
19249,1943,9900,9900,710
19250,1987,15210,7800,1360
19251,1990,7292,8190,2990
19252,1975,26127,25788,1640
19253,2011,103672,16140,3650
19254,1913,3745,3745,2920
19255,1999,11491,10030,3680
19256,1959,9152,9220,1830
19257,1987,12906,12927,2570
19258,1984,9588,12736,2730
19259,1913,8000,9600,1150
19260,1996,18687,16772,4260
19261,1970,9600,9790,1260
19262,1959,17424,10768,4440
19263,1959,7680,5120,2300
19264,1993,9625,10343,1920
19265,1944,4725,4961,1080
19266,1947,5000,5000,890
19267,2012,1577,1280,1650
19268,1998,1545,1290,1820
19269,1918,4800,4800,2320
19270,1937,5000,5000,3260
19271,1947,5750,5750,1730
19272,1905,8325,6050,3320
19273,1908,5422,5356,1660
19274,1992,90796,55023,3290
19275,1954,8339,8340,2280
19276,1907,5328,3600,3650
19277,1980,219542,217800,1620
19278,1957,8555,8148,2020
19279,1959,12861,7574,1150
19280,1911,3060,3060,1940
19281,2001,6332,6528,3440
19282,1968,7560,8301,2000
19283,1947,2786,4653,750
19284,1979,7200,8640,1420
19285,1906,4814,6160,880
19286,2006,11214,6908,2680
19287,1906,3000,3500,860
19288,1990,6738,8067,1310
19289,1989,4252,4000,1780
19290,1985,4667,4756,1440
19291,1905,3817,3817,1510
19292,2008,1397,1201,2100
19293,2003,1361,1608,1310
19294,1961,5100,6120,1280
19295,1951,8114,8114,1320
19296,1995,2350,3201,1740
19297,2003,7364,8400,2910
19298,1983,12090,12760,2500
19299,1926,6000,5880,1100
19300,2007,1180,1180,1381
19301,1953,9624,9624,960
19302,1961,15990,8172,3840
19303,2004,5954,5046,2200
19304,1967,7820,7920,1250
19305,1961,14500,13600,2380
19306,1947,3920,4017,1500
19307,1983,7622,8330,1410
19308,1992,3420,4080,1680
19309,1968,13500,13680,1500
19310,1961,9216,6350,2710
19311,1954,7416,6490,1730
19312,1972,3844,3844,960
19313,1993,7792,7378,2380
19314,1917,98445,34200,1120
19315,1990,37430,36384,2960
19316,1944,6655,6655,1580
19317,2000,4657,4795,1870
19318,1977,13000,13000,1810
19319,1900,3784,4560,2550
19320,1952,12321,11761,1910
19321,1924,1867,2221,1200
19322,1905,4635,3150,2420
19323,1996,6495,8620,3080
19324,2000,38830,14050,3850
19325,1942,22040,7947,3000
19326,1953,20000,9997,1360
19327,1964,4000,4000,3670
19328,2014,5000,5000,2270
19329,1975,11400,9024,1750
19330,2007,8048,7871,3550
19331,1948,30200,9719,2370
19332,1990,6600,6801,1670
19333,2002,12944,29279,1860
19334,1992,26027,26027,4460
19335,1940,4000,4240,1080
19336,1940,4000,4240,1080
19337,1917,4280,4280,2280
19338,1996,32647,32647,2540
19339,1944,5000,4000,2560
19340,1979,9300,9348,2390
19341,1968,8995,9672,2870
19342,1925,4800,4800,1510
19343,1952,11520,8038,2200
19344,1949,5040,4120,720
19345,1994,9600,9707,2970
19346,1970,6497,7080,960
19347,1945,5000,5000,1420
19348,1975,9010,10240,1800
19349,2005,5600,5788,3090
19350,1967,7280,8400,1200
19351,1987,18713,18713,4065
19352,1958,22215,6533,2570
19353,1937,5401,5467,1530
19354,1977,13430,13430,1500
19355,2005,5706,5880,2490
19356,2000,12522,9742,3040
19357,1973,32700,22077,4140
19358,1977,10854,7000,1690
19359,1959,10350,10350,1430
19360,1983,9714,15300,2490
19361,1954,7200,7200,1350
19362,1994,14421,17417,3140
19363,1978,52272,40500,2340
19364,1978,14182,8400,1610
19365,1991,38032,37804,3320
19366,1991,15669,12500,2390
19367,1962,13927,13173,1180
19368,2007,1312,1312,1260
19369,1970,4400,4400,1800
19370,1944,12000,9840,1790
19371,1963,6300,7300,1760
19372,1980,8885,12734,1540
19373,1918,3880,3880,1260
19374,1994,7589,7300,2240
19375,1915,1724,3810,1630
19376,1989,7203,7274,2350
19377,1998,8587,8587,1350
19378,1930,4800,4800,1320
19379,1910,2617,1438,1950
19380,1959,9200,10033,2100
19381,1941,7800,9918,3480
19382,1999,2839,3011,1830
19383,1949,5000,5000,2640
19384,1978,2550,2550,900
19385,1900,6550,10546,1553
19386,2005,2300,2856,1710
19387,1998,292723,69696,3400
19388,1950,5112,5080,1270
19389,1952,12420,9106,2960
19390,2003,9606,3849,3040
19391,1962,9750,9282,1430
19392,2004,4170,4237,1520
19393,1962,9450,9450,1820
19394,1979,11200,11250,1800
19395,2014,4000,4000,2720
19396,1960,5850,5850,1980
19397,1989,7349,8508,2550
19398,1958,16200,16200,2210
19399,2003,4080,4080,2120
19400,1911,6717,6716,1570
19401,1974,6960,7200,1310
19402,1911,4120,4160,3150
19403,2001,35889,35366,3870
19404,1914,4322,4322,1840
19405,1941,8321,8671,1120
19406,2006,2500,5000,1440
19407,1950,26650,9879,2300
19408,1977,11658,8744,2070
19409,1962,8063,7515,1420
19410,1979,7495,8402,2010
19411,1979,5000,2500,1200
19412,1940,6634,6892,1150
19413,1967,7200,9200,1240
19414,2005,4871,4780,1900
19415,1980,10072,9687,2350
19416,1976,8342,6660,1120
19417,1937,6871,6933,1020
19418,1968,8338,7616,1930
19419,2002,7625,7395,2680
19420,1983,11315,11315,2660
19421,1958,7200,6000,2200
19422,1953,7683,7271,1010
19423,1980,7490,8480,2310
19424,1970,3863,5150,920
19425,1913,4120,3090,3030
19426,1988,9620,9398,1590
19427,1991,88426,62726,2740
19428,1962,10761,10761,960
19429,1977,7227,16150,2240
19430,1998,6182,5829,2400
19431,1965,20790,9612,2860
19432,2000,5027,5500,2960
19433,1925,4103,4160,3770
19434,1995,68825,68825,3830
19435,2008,9001,11050,2750
19436,1943,6874,5912,2100
19437,1956,8400,9913,1500
19438,1925,4618,4988,710
19439,1984,10800,10800,2770
19440,1939,6720,7260,2050
19441,1965,10275,10275,1960
19442,1911,6000,6000,1770
19443,1993,22649,6119,3290
19444,1956,6000,6000,1990
19445,1951,5250,5400,1760
19446,2001,27755,22326,5080
19447,1956,8102,7291,1020
19448,1946,92721,8096,1350
19449,1974,12000,12224,1740
19450,1989,38322,35926,3540
19451,1981,8720,7551,1520
19452,1963,20875,22850,290
19453,1967,9761,9600,1310
19454,1952,24004,24506,3000
19455,1992,20369,12927,2660
19456,1994,9804,7200,2120
19457,1986,2845,2140,1200
19458,1967,9861,7967,1900
19459,1999,948,1318,1010
19460,1978,7480,7480,1850
19461,1953,40164,13068,4520
19462,2003,251341,108900,2010
19463,1969,23507,22257,2420
19464,1975,9500,10000,2732
19465,1941,6960,3300,1910
19466,2008,5400,3600,3520
19467,1929,3760,3760,2220
19468,1941,5800,5800,2020
19469,1966,7290,8436,2090
19470,1962,7424,7772,1580
19471,1955,11340,13204,2650
19472,1971,11652,11652,1020
19473,2004,1219,1254,1070
19474,1967,9786,8787,2120
19475,1966,10609,9935,1360
19476,1990,12048,7650,1700
19477,1960,8712,8712,1820
19478,1969,8400,8240,1430
19479,2003,7089,8896,4140
19480,1904,3600,3600,1313
19481,1998,87120,183161,1590
19482,1968,9262,9262,1080
19483,1979,6000,6000,2730
19484,1969,19798,18975,3800
19485,1969,9961,10251,2540
19486,1980,34500,9735,1810
19487,1961,7506,7653,1540
19488,1955,18000,18000,1390
19489,1950,4800,5592,1460
19490,1994,63162,63162,2350
19491,1956,7912,7482,1160
19492,2010,5960,6856,3500
19493,1991,6922,7697,1980
19494,1968,7700,7700,1250
19495,1951,7200,7139,770
19496,1959,6710,5600,1920
19497,1947,7560,7200,1120
19498,1969,12402,13600,1150
19499,1985,2550,5100,1590
19500,1942,3880,3880,910
19501,1948,6625,6000,1870
19502,2013,11250,9950,2420
19503,1919,7110,7110,2120
19504,1958,17240,13200,2730
19505,2005,5672,6788,2560
19506,1996,10016,10016,2620
19507,2001,8558,7703,2760
19508,1959,9799,9687,2900
19509,1945,6324,6440,1820
19510,1977,8400,8400,1870
19511,1977,9211,8500,2010
19512,1954,6000,8547,940
19513,1913,6000,6000,1850
19514,2004,4229,4879,2530
19515,1942,4700,5700,940
19516,1978,15000,13600,1820
19517,1924,3360,3360,1510
19518,1996,5415,5331,2070
19519,2000,1547,1465,1380
19520,1955,6250,6250,1270
19521,1956,9680,10050,1390
19522,1988,7510,7957,1840
19523,1971,12566,10650,1600
19524,1964,9606,9619,1480
19525,1949,7806,9920,2120
19526,1910,5400,2008,2940
19527,1995,26895,24751,3820
19528,1959,3838,4040,2740
19529,2007,12081,10800,4360
19530,2014,1870,1619,1540
19531,2003,17398,24913,4660
19532,1986,7617,7450,1590
19533,1955,10720,10750,1180
19534,1952,8286,7630,2360
19535,1967,7500,8137,1860
19536,1979,4000,3500,1470
19537,1948,12970,10680,2990
19538,1956,9144,10600,1690
19539,1906,3570,4080,660
19540,1942,7620,7672,2310
19541,1937,2191,5000,770
19542,1997,3174,3187,2320
19543,1960,159865,16217,1370
19544,1975,7650,7200,1700
19545,1951,5508,5304,960
19546,1948,5664,5664,1150
19547,1937,4680,4120,2910
19548,1973,7420,7526,2290
19549,1996,5164,5866,2260
19550,1953,4000,4000,1300
19551,1989,7151,6827,1850
19552,1966,9500,10091,1920
19553,1966,9500,10091,1920
19554,1989,43560,12288,4910
19555,1965,6080,6175,2210
19556,1931,3200,4687,2280
19557,1948,7437,7436,1640
19558,1910,7200,4200,1980
19559,1910,4084,4080,900
19560,1912,4340,4360,1960
19561,2004,4500,5050,1800
19562,1937,5800,5800,4270
19563,1920,19672,7840,1520
19564,1987,108900,107076,5430
19565,1989,15037,15181,1950
19566,1968,125452,125017,2190
19567,1972,10890,10139,1200
19568,1926,4000,4000,2180
19569,1982,11259,11770,2320
19570,1944,5097,5097,1040
19571,2001,6998,10550,2700
19572,2002,2445,3200,1400
19573,1977,8123,6170,2060
19574,1953,8160,8160,780
19575,1926,5000,5000,2400
19576,1961,15535,10217,2900
19577,1962,9547,9936,1740
19578,1942,6250,7100,780
19579,1988,14861,10300,2430
19580,1954,8556,7975,2210
19581,1960,11200,12070,1510
19582,1947,5413,6380,900
19583,2005,7000,7437,3670
19584,2014,954,1327,1160
19585,1999,1200,1200,1070
19586,1925,4560,4560,950
19587,2003,6667,6667,2950
19588,2003,1716,8150,1420
19589,1944,13000,8400,1590
19590,1957,5000,2500,1290
19591,2004,4500,4500,1690
19592,1958,8700,8700,1340
19593,1965,18000,31294,1397
19594,1991,218506,39413,3750
19595,1979,7560,6949,2000
19596,1998,7904,8622,2250
19597,1959,8400,8640,840
19598,1900,5100,5100,1100
19599,1954,5100,5100,1660
19600,1952,18525,21503,2180
19601,1958,8400,9600,1460
19602,2012,4945,4988,2470
19603,1931,13503,13503,1250
19604,1928,3876,3774,1480
19605,1989,5000,7500,2240
19606,1952,7200,7434,1570
19607,2014,10000,10089,3250
19608,1980,231303,93654,1790
19609,2000,4931,4229,2080
19610,2006,1171,1231,1480
19611,2003,9775,8582,3610
19612,1998,4559,4500,2040
19613,1989,19842,19500,3850
19614,1987,35306,35285,3230
19615,1933,23512,19613,2440
19616,1969,6600,6600,1490
19617,1950,35415,11781,1150
19618,1944,6000,4800,900
19619,1984,24527,24527,3210
19620,1931,5250,5700,3900
19621,1943,18000,18000,1240
19622,1940,6788,7588,1760
19623,2005,1377,1370,1410
19624,2009,11964,9640,2780
19625,2014,3825,5100,3230
19626,2007,8764,9431,4600
19627,2007,4421,4157,1440
19628,2008,1687,1296,1200
19629,2009,5703,5704,2793
19630,2014,5050,4998,2970
19631,2008,3218,5000,1440
19632,2014,1026,1283,1480
19633,2012,5333,3730,1870
19634,2014,4000,4000,2475
19635,2012,7024,6339,2950
19636,2014,905,1352,1410
19637,2014,3712,4315,2240
19638,2014,6500,7624,3230
19639,2010,31550,18452,2100
19640,2013,9495,12770,1936
19641,2007,6000,6000,3120
19642,2010,4270,4610,2070
19643,2007,4500,5047,3700
